label,message,year
normal,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",2023
normal,So how's the weather over there?,2021
normal,I asked sen to come chennai and search for job.,2021
normal,Dear we are going to our rubber place.,2023
normal,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,2021
normal,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",2023
fraud,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,2021
normal,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",2023
fraud,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",2024
normal,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,2023
fraud,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,2022
normal,I am not one of those who cannot keep his promise.,2023
normal,Pls go there today  &lt;#&gt; . I dont want any excuses,2023
fraud,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,2023
normal,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",2022
normal,there was not any that could be followed.,2022
normal,Are you still playing with gautham?,2023
normal,Check wid corect speling i.e. Sarcasm,2023
normal,Hi.what you think about match?,2023
normal,"Just looked it up and addie goes back Monday, sucks to be her",2022
normal,Then we gotta do it after that,2023
fraud,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,2024
normal,Will you do me a favor?,2022
normal,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",2021
normal,Can a not?,2022
normal,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",2023
normal,Me fine..absolutly fine,2021
normal,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",2021
fraud,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,2025
normal,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,2021
fraud,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,2024
normal,"Arms fine, how's Cardiff and uni? ",2021
normal,Give me a second to think about it.,2023
normal,Ay wana meet on sat?ü wkg on sat?,2021
normal,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",2023
normal,"THAT’S ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DON’T WORRY.C U L8TR HUN!LOVE Yaxxx",2021
normal,Still in customer place,2023
normal,The basket's gettin full so I might be by tonight,2022
normal,No da if you run that it activate the full version da.,2022
normal,"Ya ok, then had dinner?",2023
normal,"No my blankets are sufficient, thanks",2023
normal,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",2021
normal,Okie,2021
normal,Yup i think cine is better cos no need to go down to plaza.,2023
normal,Ok lor then we go tog lor...,2023
normal,Hey morning what you come to ask:-) pa...,2023
normal,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",2021
normal,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,2023
normal,Ya:)going for restaurant..,2022
normal,Great! How is the office today?,2023
normal,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",2022
normal,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,2023
normal,What time should I tell my friend to be around?,2023
normal,Im done. Just studyn in library,2023
normal,"I'm reading the text i just sent you, It's meant to be a joke. So read it in that light.",2022
fraud,You have 1 new message. Please call 08718738034.,2021
normal,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,2023
fraud,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,2025
normal,"Call me, i am waiting for your call.",2021
normal,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,2023
normal,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,2022
normal,How's ur paper?,2023
fraud,"hello sir ,i am from unoin bank of india do you have fill application form for loan. i called you for verify your document, tell me your aadhar number and otp of your mobile number. ",2025
normal,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",2022
normal,Boy you best get yo ass out here quick,2023
normal,"Yes..but they said its IT.,",2021
normal,Father let’s go to Goa?,2021
normal,Does uncle timi help in clearing cars,2022
normal,Hey now am free you can call me.,2021
normal,They just talking thats it de. They would not any other.,2022
fraud,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,2025
normal,The battery is for mr adewale my uncle. Aka Egbon,2023
normal,Sorry i din lock my keypad.,2023
normal,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,2022
normal,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,2021
normal,Well thats nice. Too bad i cant eat it,2022
normal,Just haven't decided where yet eh ?,2023
normal,Ok.,2022
normal,"Machan you go to gym tomorrow,  i wil come late goodnight.",2021
normal,Haf u eaten? Wat time u wan me 2 come?,2023
normal,"Haha, that was the first person I was gonna ask",2023
fraud,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,2022
fraud,"Sir, can I know your account number?",2021
normal,What's up. Do you want me to come online?,2023
normal,Ew are you one of them?,2021
normal,Good morning dear have a nice day,2023
fraud,We know someone who you know that fancies you. Call 09058097218 to find out who.,2023
normal,Ü thk of wat to eat tonight.,2021
normal,I did. One slice and one breadstick. Lol,2021
normal,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,2022
normal,Wife.how she knew the time of murder exactly,2022
normal,So when are we going to see you on the big screen next.,2021
normal,have * good weekend.,2022
normal,Yeah that's the impression I got,2022
normal,"Hmm, sir this is still a loss for us, but we will agree on this price. Customer satisfaction is our motto.",2023
normal,One small prestige problem now.,2022
normal,Kay... Since we are out already ,2021
normal,"Theoretically yeah, he could be able to come",2022
normal,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Title!",2022
normal,Die... Now i have e toot fringe again...,2023
normal,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,2021
normal,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,2022
normal,Shall i come to get pickle,2021
fraud,"Hello sir, I am speaking from SBI Bank.  ? 5000 has been deducted from your account.  Please share your account number to withdraw it.",2025
normal,"see you then, we're all christmassy here!",2023
normal,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,2021
normal,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,2023
normal,X2  &lt;#&gt; . Are you going to get that,2022
normal,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",2023
normal,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",2022
normal,Hey i'm bored... So i'm thinking of u... So wat r u doing?,2022
normal,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",2022
normal,No..its ful of song lyrics..,2022
normal,Pls speak with me. I wont ask anything other then you friendship.,2022
normal,Come to mahal bus stop.. &lt;DECIMAL&gt;,2021
normal,She ran off with a younger man. we will make pretty babies together :),2022
normal,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,2021
